,query,gold_answer,model_answer
587,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Fast answer"", Content: ""The instant reply is really fast! Better than the web ChatGPT""",5,5
588,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""IPhone got very hot when using app"", Content: ""It was very entertaining using this app but, within few minutes, iPhone became very hot. It’s a third gen SE. I was alarmed by the heating in a very short time so I deleted the app""",3,3
589,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""I wish…"", Content: ""Unreliable app. Freezes all the time. Despite being a paid subscriber, I don’t have the option to use plug ins. I wish it worked, would have been awesome! I wish it integrates better with the OS. Version 2?""",2,3
590,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Excellent default client"", Content: ""All these clients floating around using API keys will hopefully go away now. It’s an added security risk for users.""",5,5
591,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally"", Content: ""I’ve been waiting for this for some time. There is an issue where I am a plus user, but when I logged in it said I was on the free plan.""",3,3
592,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Lacking “text to speech” option"", Content: ""Great app. I just wish there was an option to have GPT’s responses read aloud back to me""",4,5
593,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Part of my life"", Content: ""I use ChatGPT nonstop. From brainstorming to learning new skills to coding, it’s the AI collaboration of my dreams. I love the haptic feedback in this app too.""",5,5
594,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""App vs desk top"", Content: ""Seems my app on iPhone does not allow for entering in a message more than once. It is not doing anything since my fort entry. On browser works great and love it.""",3,3
595,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Best Ever!"", Content: ""Nice and quick. I just wish this app was also compatible with iPad.""",5,5
596,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Awesome, but needs an iPadOS version!"", Content: ""It’s super quick via app interface, huge fan, but we need a full screen iPadOS version!""",4,5
597,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Please add Plugins"", Content: ""Overall the app is nice, however please add plugins for GPT-4, which are available on a web version.""",5,4
598,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Can’t use in offline situations"", Content: ""Initial version can use without internet after upgrade use it must connect internet""",3,1
599,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Not current"", Content: ""I'm really disappointed that Openai still haven't opened their program for current data and actual internet access. This version is still limited to that 2021 deadline and a limit set of training data.""",1,3
600,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great, but buggy."", Content: ""I give it prompts and equations and it does not listen, I asked it to write a 4 paragraph essay on Taylor swift it just wrote a 1 paragraph essay telling me about how her music is written. Really overrated tool, but it takes time.""",3,1
601,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Sign up issue?"", Content: ""Tried signing up but I didn’t put my birthday in correctly and it froze me out?! Once I can get in the app I can give a better review""",3,1
602,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Screen getting very hot"", Content: ""My phones gets very hot when using this app. It seems like it’s using too many resources. Needs to be patched. Otherwise is a nice interface to ChatGPT.""",3,3
603,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally official app"", Content: ""Love the speech to text feature. That’s exactly what’s been missing! Thanks ChatGPT team!!!""",5,5
604,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally!!"", Content: ""I have been waiting for this app for awhile. I am so excited!!""",5,5
605,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Include the plugins for ChatGPT Plus"", Content: ""Overall functionality is good. The plug-ins for ChatGPT Plus are missing. When are going to be released?""",5,3
606,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Productivity nitrous"", Content: ""Since starting to use Mr GPT for my daily work, my productivity has skyrocketed! Incredible UI, incredible technology""",5,5
607,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Fake app"", Content: ""My account logs in on web browser fine but not on this app. I checked more carefully and realized this is a scam app. AI has been available to people recently but this app is over 12 years on the appstore. They changed the name of their app and claim to be ChatGPT.  Be careful everyone!""",1,1
608,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Not bad but some small problems"", Content: ""Please optimize the interactive interface and adapt it to iPad as soon as possible！""",4,4
609,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Speech Recognition is not working properly"", Content: ""I tried using simple English words, it is not detecting properly…Open AI have to improve this and also please give an option of responses that can speak by an assistant…""",2,3
610,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great app"", Content: ""Missing beta features for plus users.""",5,5
611,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""iPad App?"", Content: ""The iPhone app is simple to use and works well. When will they put out an iPad app?""",5,5
612,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Why so hot?"", Content: ""Love the app, but why is my phone burning up after a short period of use.  Are they offloading some of the neural net to end users??? (Lol, kidding…. I think…)""",4,3
613,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""FINALLY"", Content: ""now those stupid ads are useless and no one wi ever check em""",5,2
614,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""大家好（Hello everyone）"", Content: ""这个要怎么注册使用啊，好像是停止注册了；有啥办法可以使用吗？（How do I register and use this? It seems like I have stopped registering; Is there any way to use it?）""",5,0
615,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Excellent!"", Content: ""Excellent app, but I still miss the Dark mode and the Feedback button""",5,5
616,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Ok"", Content: ""Very useful and easy to use but it knows nothing about things created after September 2021""",4,3
617,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Yay"", Content: ""Thank you for making this accessible through an app (:""",5,5
618,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Use it to beat my dad"", Content: ""I finally have more dad jokes than him.""",5,3
619,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great user experience"", Content: ""ChatGPT continues to be fun and easy to use. The UI team has done a great job of porting to iOS""",5,5
620,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Don’t even know how the app works"", Content: ""Hello, I don’t even know what this app is even like mainly because I am a iPad user therefore I don’t even get a message when I’m asked to type in my phone number it doesn’t work it doesn’t work. It really doesn’t so yeah.""",1,1
621,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""I can't use it"", Content: ""Email missing!""",5,1
622,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""The future"", Content: ""It says it all, this is the future.""",5,4
623,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Can’t use without giving them your personal information"", Content: ""Couldn’t even try the app without giving them my email and phone number. There’s no reason that they would need them.""",1,3
624,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""nice but problem about user interface"", Content: ""This app is very convenient to chat with gpt, but it will be better if the UI adapts to IPad.""",4,4
625,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""iPad version"", Content: ""Thanks for the swift update! Looking forward to the iPad version.""",5,4
626,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Beta has plug-ins in web search"", Content: ""I don’t think this app has this function yet? Can’t find it on app, maybe it’s because it’s in Beta only?""",3,3
627,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Want to support split screen mode"", Content: ""i Want to support split screen mode in my ipad🥺""",5,4
628,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""A Disappointment from Step One"", Content: ""Tried to set up an account and, upon entering my birthdate the app filled in the year as 2023. Go figure, a two month old is too young to agree to the Terms of Service. No way to correct the entry. Wow! If they can’t even get that right . . .""",1,2
629,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""It’s ChatGPT"", Content: ""On your phone, voice support works great, and it seems to run smoothly.""",5,5
630,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally an official app"", Content: ""Great service, glad it finally has its own official app.""",5,5
631,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Can’t create account due to terms of use"", Content: ""Why is it that when I am trying to create an account it will not let me and it says I can’t create it due to terms of use. I haven’t done anything wrong yet. It will not let me create an account. I guess AI isn’t what is cracked up to be""",1,3
632,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""iPad App"", Content: ""Can you please create something that takes full advantage of Apples iPad and not just the iPhone?""",4,3
633,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""🙏"", Content: ""Please do not put ads or paywalls or any subscriptions on this app it is perfect as it is""",5,
634,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Why doesn’t it let me type in numbers"", Content: ""Passwords require numbers when logging but this app isn’t allowing to type in the numbers""",2,1
635,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""There is no scaling for iPad"", Content: ""It opens as a phone-sized window I’m the center of the screen. You can stet h it up to full screen but the touch keyboard stays the same. Not convenient at all.""",3,3
636,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""What happened?"", Content: ""First, the app is great, but it seems to be having problems."" {""cf_details"":""This request is invalid.""}🤔""",4,0
637,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""ChatGPT by hand"", Content: ""Easy to access, quick to get reply""",5,5
638,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Loving it.. please add text to speech!"", Content: ""I would love to use it using voice input and voice output.""",5,4
639,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Easy to use"", Content: ""Easy to use and fast response""",5,5
640,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Too hot to handle"", Content: ""You literally can feel the phone start to heat up immediately after opening this app""",3,3
641,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Not working"", Content: ""Unable to get past disclaimer page. Verified phone number then
Disclaimer page and nothing. Click on support and none of the options that pop up are relevant to my issue.""",1,2
642,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""iPad version"", Content: ""when can I get the iPad version？""",5,3
643,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Love the clean interface"", Content: ""Simple yet intuitive""",5,Five
644,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""The official CHATGPT is on IOS !!!!"", Content: ""This app is next level ! I love that I can now use it whenever I’m on the go !""",5,5
645,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Better if plugins and browsing mode are supported"", Content: ""The experience is ok. But it can be better if plugins and browsing are supported. What’s more, support for iPad would be very much appreciated.""",3,4
646,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Not ready for prime time. Can’t even navigate past first screen on smaller device"", Content: ""Can’t even navigate past first screen""",3,1
647,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Party with a Prodigy"", Content: ""Engaging with ChatGPT feels like I’ve managed to corner that elusive genius at a party. The app’s grasp on context is a conversation starter, leaving me eagerly awaiting OpenAI’s next move.""",5,3
648,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Best ChatGPT Experience"", Content: ""Truly the best ChatGPT experience, with speech to text, that awesome UI, and message history search, this is going to be my ChatGPT daily driver.""",5,5
649,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Please add voice over text"", Content: ""This is very helpful to me.""",5,5
650,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""available"", Content: ""finally on App Store""",5,0
651,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Pretty good but…"", Content: ""Runs pretty hot on my IPhone 14 Pro Max. I can feel it heating up when I use it. It’s just making API calls, right?""",4,4
652,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Adding Persian language"", Content: ""Please add Persian language and improve specifically the text decoration of right to left languages. The text doesn’t appear correctly.""",3,3
653,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Ipad version"", Content: ""This app is wonderful it made my life easier. But please I am kindly asking to make IPAD version with fullscreen. It would be perfect as many people want to use the app with full screen and have enough space to type things out. My best regard to open AI""",1,4
654,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Rotate"", Content: ""Good at all but screen doesn't rotate , line not limited sometimes""",5,3
655,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Cannot enter birthdate"", Content: ""The birthdate field is done so poorly, I could not scroll enough to get to my birthdate for things locked up. Then, when I advertently hit continue, it said I was too young, locked me out of my my account, and I cannot get back in.""",1,1
656,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Looking Forward to iPad Integration"", Content: ""Right now it’s formatted for an iPhone’s screen.  Otherwise no complaints.""",4,3
657,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Bug for Create Account users on App"", Content: ""It’s better to first create account and verify on the website before using the App. If you try to do it all on the App for the first time, it throws an unhelpful error message (email form not supported) on the verify email step.""",1,1
658,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""App Experience & AI"", Content: ""Incredible haptic design! Now bring more accessibility features into the app experience. 🙌""",5,5
659,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Help me fix the problem"", Content: ""I’m having problems with the app""",4,3
660,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""World Changing"", Content: ""This is awesome. Putting this power directly in users hand is amazing. Thank you OpenAI""",5,5
661,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""At long last!"", Content: ""An iOS app!! Excited to take chatgpt wherever I go!""",5,5
662,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Browsing disabled 7/3/23"", Content: ""Great start for this app. As a paying user I am disappointed that browsing was disabled on 7/3/23.""",4,5
663,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""The haptic feedback is so nice I started using it 10 seconds ago"", Content: ""it’s nice""",5,5
664,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Fishy"", Content: ""It is a good chat gpt but something deffinately weird about it. Be careful because I downloaded this and then they charge me $75 for the app right after I downloaded it. And I felt like it was really looking back at me.""",2,3
665,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Privacy invasion???"", Content: ""Why do you need all my information signing up? Is my email not good enough? Seriously need my phone number? Deleted the app as soon as they started asking for all this information they don’t need.""",1,1
666,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""So quick and fantastic!!!"", Content: ""From my actual experience, the app of ChatGPT not disappoint me""",5,5
667,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Amazing app, fast and super smooth"", Content: ""The app works great and it’s super smooth and looks modern. Loved the haptic feedbacks. Great work!""",5,5
668,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Spectacular Application!"", Content: ""Works flawlessly! I highly recommend this official application by OpenAi!""",5,5
669,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""My device gets terribly hot while using this app"", Content: ""Quick and smooth. But my device gets terribly hot while using this app.""",3,5
670,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Webui still better"", Content: ""Cant use browsing or plugins even though they work in webui :( Oddly enough if you pick an existing chat it somewhat works""",3,3
671,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Best is class"", Content: ""It took time for AI to create the app but when they did, it’s top notch""",5,5
672,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""good App"", Content: ""It’s very helpful for me ,thank you openAI,it is greatest company and will change the world I believe.""",5,5
673,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""FINALLY!"", Content: ""I’ve been waiting for months for this! Simple and works awesome! Thanks to the OpenAI team!""",5,5
674,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Amazing"", Content: ""The responsiveness is much better than the web, and I am amazed by the Haptic Feedback. (=ﾟωﾟ)ﾉ""",5,5
675,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Must download"", Content: ""The future in your hands!""",5,0
676,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""It will be good"", Content: ""It will be good when it actually works. I’m sure it’s a problem with the api. But it’s still kind of annoying""",3,3
677,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Makes ChatGPT even more convenient"", Content: ""Great, simple clean fast app. Good companion to the website!""",5,5
678,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Optimization on it’s best"", Content: ""Better than Web based chatgpt and integration of graphics was amazing.""",5,5
679,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Solid Release"", Content: ""The haptic feedback, voice control, and new GPT UI seem very engaging""",5,4
680,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""5 stars deserves"", Content: ""Chatgpt saved me first day of using 3 times on my job.""",5,5
681,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Can’t create an account"", Content: ""When I enter my phone number, it says “your account has been deleted”. I tried contacting support but to no avail. Thankfully, I’ve found a viable alternative but this still gets on my nerves.""",1,1
682,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""No issues"", Content: ""Works great with very high quality responses!""",5,5
683,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""This app does indeed exist"", Content: ""I love the fact that chatgpt is now just used exclusively for students to cheat on essays""",5,5
684,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Excellent slick and fast!"", Content: ""The app is really fast and slick. Simple UI.. that anyone can understand!""",5,5
685,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""ChatGPT app"", Content: """"I'm very excited for this day, I've been waiting for it for a long time.""""",5,5
686,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Missing Beta Feautures"", Content: ""I love the speed and UI, but I was hoping I could use the plugins I already use every day on desktop. Please add as soon as you can! 🙏🏼""",3,4
687,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Over heating phone"", Content: ""Unusable because it makes my iPhone 13 Pro Max get very hot within seconds of using this app( all others closed). Doesn’t happen with other apps nor when using chatgpt website""",1,3
688,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally, it arrived"", Content: ""Tried some queries, and this app quickly answered me. Very impressed!""",5,5
689,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Best Research Tool"", Content: ""Excellent tool to get quick answers to anything you are researching""",5,5
690,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""The Future"", Content: ""It’s awesome. It’s a peek into the future. Can’t wait to see what they do next.""",5,5
691,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""When can I get voice answers ?"", Content: ""Voice answer will be great""",4,5
692,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great tech demo, but not useful over time"", Content: ""I was blown away the first time I used ChatGPT. But over time I have found the answers are just bad enough to not be useful.""",3,3
693,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""future at my fingertips"", Content: ""fastest way to use GPT-4 and i looove that I can put it on my lockscreen 😍""",5,5
694,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Cannot register for account"", Content: ""Says my phone number is already used, and there is no way to delete other accounts which associated with my phone number""",1,No
695,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Too needy"", Content: ""There’s no reason you need my birthday, phone # or email address. It’s an app, not a bank account, I’m not applying for a job. More to the point you don’t accept voip numbers? Talk about hypocritical, every # in use is voip. You can’t be trusted with data.""",1,1
696,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""This is amazing."", Content: ""I love asking GBT from simple questions to more complex ones. This is revolutionary.""",5,5
697,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great haptic feedback"", Content: ""5 stars is worth only for the haptic feedback alone! Thanks for bringing chatgpt to ios.""",5,5
698,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""It’s over heating my phone."", Content: ""I love ChatGPT. This just an indictment on the app. 

Every time I use the app for more than a minute, my 14 pro gets not just warm, but hot. This doesn’t happen when I use it on safari. I’d be happy to change my review once this is corrected.""",1,2
699,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""It’s Ok…."", Content: ""It’s honestly a more organized web search done through a chat bot and nothing more. I honestly don’t see what all the fuss is about.""",3,3
700,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""No way to use web browsing or plugins"", Content: ""Doesn’t seem to support the plus beta features yet""",3,No
701,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""A new age is upon us"", Content: ""Definitely one of the most marvelous inventions in the century. It’s groundbreaking. It’s unprecedented.""",5,5
702,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Better with limited ipad compatibility"", Content: ""Thanks developers! Finally has an acceptable ipad implementation.""",4,5
703,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Requires WAY too much information"", Content: ""You need to provide your full name and birthday, link it to an email and phone number for what? So you can easily link whatever I type in the chat to my name? Hard pass.""",1,0
704,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Limited data"", Content: ""This app info isn’t current. The info is only current as of Sept 2021. You can get general info, but nothing data or stats related that is up to date.""",2,2
705,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Love it!"", Content: ""So far it’s been amazing! The power of the desktop in an app. Goodbye Google Search! Hey OpenAI…can we get a widget?!?""",5,5
706,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great app"", Content: ""The OpenAI team did a great job bringing ChatGPT to iOS. I particularly love the haptic feedback when text is being generated.""",5,5
707,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Fantastic"", Content: ""The most revolutionary tech in decades packages up into an easy to use app. Perfect. Great to see.""",5,5
708,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally!"", Content: ""Finally, was waiting for this!""",5,3
709,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Amazing but…"", Content: ""I don’t like there is a free trial for this app, a lot of apps that are AI do the same thing.
I wish that you become unique and change your app to have no free trial and make the users don’t pay for everything on your app.""",1,5
710,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""<3"", Content: ""Thank you for the full version for ipad!!!""",5,0
711,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great but needs more features."", Content: ""Add multimodal capabilities. 
Access to history should be easy. 
GPT4 model chat defaults GPT3. Needs fixing. 
Should have ability to adjust font size. More accessibility features. 
Should have better sharing and text exporting options across apps. 
Thanks. Its a wonderful app.""",4,4
712,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""OpenAI，bravo!"", Content: ""I managed to get this app that most of the Chinese are not possible to download.""",5,3
713,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Perfect"", Content: ""This does not need a description see for yourself! 
I love the app so much
You can create stories, I also found out you can roleplay with it 🤣
You can treat it like your best friend! You can play games with it! Ex: Finish The Lyrics
It’s you AI friend who can do anything!
DOWNLOAD IT IMMEDIATELY!!!! ❤️❤️❤️""",5,5
714,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Needs iPad OS support"", Content: ""I pay for a monthly subscription and would expect a native iPad app as well as phone.""",4,3
715,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Good"", Content: ""Great! Would love to see some useful plugins added later on.""",5,5
716,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Finally"", Content: ""Finally openai launch the official chatgpt app. Thank you for your great work""",5,4
717,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Great"", Content: ""I’ve faced only one issue…...the iPhone is overheating inside the app""",5,4
718,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""please support iPad pro usage"", Content: ""password enter issue""",5,0
719,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""This app drains my battery quite quickly."", Content: ""Please improve""",4,0
720,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Hands down the best ai chatbot of all time"", Content: ""The app is doing great at answering my questions""",5,5
721,"Answer the following: given the following review, seperated into title and content, what is the review's given score, as an integer from 1 to 5? Title: ""Optimize for iPad"", Content: ""Finally we have an ChatGPT iOS app. Please optimize for iPad to take advantage of this large display.""",5,5
